Headline 1,Headline 2
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,"Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty"
Council refers resolution to approve sewage plan for South Side townhome development to committee.,"Council approves additional $115,170 for Fort Pitt Park design services, bringing total cost to $415,170."
"Council recommends an additional $115,170 for design work on Fort Pitt Park improvements.",Council refers sewage plan for new South Side townhome development to committee.
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
Council approves easement agreements allowing Duquesne Light and Pittsburgh Water to install utility poles and maintain landscaping on city property at no cost.,Council refers resolution to approve sewage plan for South Side townhome development to committee.
Council refers sewage plan for new South Side townhome development to committee.,Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility installations and landscaping at no cost to the City
"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription.",Council refers resolution to approve sewage plan for South Side townhome development to committee.
Council refers sewage plan for new South Side townhome development to committee.,"Council approves a nearly $53,000 payment for a one-year subscription to the Pennsylvania Municipal League."
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,"Council approves $52,962 subscription payment to Pennsylvania Municipal League"
"Council approves $72,500 payment to state utility commission for overdue 811 damage prevention call fees.",Council refers resolution to approve sewage plan for South Side townhome development to committee.
"Council recommends paying a $72,500 debt for 811 damage prevention calls.",Council refers sewage plan for new South Side townhome development to committee.
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Council refers resolution to approve sewage plan for South Side townhome development to committee.,Council approves repealing 2019 resolution that gave redevelopment authority rights to 15th Ward property.
Council refers sewage plan for new South Side townhome development to committee.,The Urban Redevelopment Authority will no longer acquire a city-owned property in the 15th Ward.
Council approves repeal of 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,Council adopts sewage plan revision for 215 South 21st Street at no cost to city
"Council approves sale of two Hill District lots from redevelopment authority to Pittsburgh Land Bank for $16,290.",Council refers resolution to approve sewage plan for South Side townhome development to committee.
