Headline 1,Headline 2
City grants ALCOSAN underground land access for a major sewer project.,City seeks temporary construction easements for the Smithfield Street repair project.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City
"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call.",Council authorizes temporary construction easements on city property for Smithfield Street repair project.
Council schedules hearing on aging public safety vehicles.,City seeks temporary construction easements for the Smithfield Street repair project.
Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City,"Council schedules special meeting to address EMS, fire, and police fleet issues"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,Council authorizes temporary construction easements on city property for Smithfield Street repair project.
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,City seeks temporary construction easements for the Smithfield Street repair project.
Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City,Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Council authorizes temporary construction easements on city property for Smithfield Street repair project.
Council holds proposed sale of Itin Street property for one week.,City seeks temporary construction easements for the Smithfield Street repair project.
City Council holds resolution for sale of 23rd Ward property for one week,Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City
Council authorizes temporary construction easements on city property for Smithfield Street repair project.,"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
City seeks temporary construction easements for the Smithfield Street repair project.,"$33,292 transfer for council staff tuition reimbursement is held for six weeks."
Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City,"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
"Council approves $40,000 contract with law firm for immigration legal services.",Council authorizes temporary construction easements on city property for Smithfield Street repair project.
