Headline 1,Headline 2
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
Council approves agreement with PennDOT to share in-kind services at no cost to city,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","Council moves $33,292 from salaries to employee benefits for tuition reimbursement program."
Council introduces a resolution to transfer salary funds for staff tuition reimbursement.,"Additional $115,170 proposed for Fort Pitt Park improvement designs."
"Council approves $33,292 budget transfer for tuition reimbursement in City Council districts","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.",City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.
"Additional $115,170 proposed for Fort Pitt Park improvement designs.",City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.
City receives $500 donation from Pittsburgh Cultural Trust for smoke detectors,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.",Council approves 56 additional professional services contracts for city departments worth up to $1.5 million each annually.
City Council authorizes 56 additional contracts for on-call professional services.,"Additional $115,170 proposed for Fort Pitt Park improvement designs."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",Council approves 56 additional open-end professional services agreements with vendors
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Additional $115,170 proposed for Fort Pitt Park improvement designs."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council approves $35,025 for portable restroom rentals and servicing in city parks.","Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee."
"City Council approves $35,025 for portable restrooms in city parks.","Additional $115,170 proposed for Fort Pitt Park improvement designs."
"Council approves $35,025 payment to United Rentals for portable restrooms in city parks","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee."
"Council approves an $11,424 one-year contract for Law Department software support.","Additional $115,170 proposed for Fort Pitt Park improvement designs."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee."
"Additional $115,170 proposed for Fort Pitt Park improvement designs.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"Additional $115,170 proposed for Fort Pitt Park improvement designs.","City Council approves $17,204 to renew flood control authority membership."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee."
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"Additional $115,170 proposed for Fort Pitt Park improvement designs."
Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee."
