Headline 1,Headline 2
"City to pay nearly $53,000 for annual Pennsylvania Municipal League subscription.","City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
"Council approves $52,962 payment for Pennsylvania Municipal League subscription","City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.",Council repeals 2019 resolution that gave redevelopment authority rights to acquire 15th Ward property.
City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.,"City to pay $72,500 for overdue 811 utility call debts."
"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts",Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire 15th Ward property
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.","Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290."
Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.,"City to pay $72,500 for overdue 811 utility call debts."
"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts",Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City to pay $72,500 for overdue 811 utility call debts.","City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts",Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.","Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
"City to pay $72,500 for overdue 811 utility call debts.",City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500","City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.",Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
"City to pay $72,500 for overdue 811 utility call debts.",City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees."
Council approves a public hearing to gather resident ideas on the city's trash problem.,"City to pay $72,500 for overdue 811 utility call debts."
Council approves public hearing to address citywide trash problem,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.","City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees."
Council committee recommends canceling a property sale and refunding the buyer's hand money.,"City to pay $72,500 for overdue 811 utility call debts."
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees."
"City to pay $72,500 for overdue 811 utility call debts.",City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
